,date_id,time_id,symbol_id,weight,feature_00,feature_01,feature_02,feature_03,feature_04,feature_05,feature_06,feature_07,feature_08,feature_09,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_22,feature_23,feature_24,feature_25,feature_28,feature_29,feature_30,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,responder_0,responder_1,responder_2,responder_3,responder_4,responder_5,responder_6,responder_7,responder_8,partition_id,feature_00_nan,feature_01_nan,feature_02_nan,feature_03_nan,feature_04_nan,feature_08_nan,feature_15_nan,feature_16_nan,feature_17_nan,feature_18_nan,feature_19_nan,feature_21_nan,feature_26_nan,feature_27_nan,feature_31_nan,feature_32_nan,feature_33_nan,feature_37_nan,feature_39_nan,feature_40_nan,feature_41_nan,feature_42_nan,feature_43_nan,feature_44_nan,feature_45_nan,feature_46_nan,feature_47_nan,feature_50_nan,feature_51_nan,feature_52_nan,feature_53_nan,feature_54_nan,feature_55_nan,feature_56_nan,feature_57_nan,feature_58_nan,feature_62_nan,feature_63_nan,feature_64_nan,feature_65_nan,feature_66_nan,feature_73_nan,feature_74_nan,feature_75_nan,feature_76_nan,feature_77_nan,feature_78_nan
feature_19,-0.04269611695734152,0.41360485512241685,-0.011324982984456862,-0.006861971814203,-0.03533663270311722,-0.13016132395977406,-0.0222044596102569,-0.028615466086138592,-0.05912595273810076,0.13914777258359898,0.008934065222682693,0.049301152536987476,-0.22802209000224322,-0.01160255225172834,0.03927663819658454,0.0024578926101027003,-0.04592577146446299,-0.05530076956071188,-0.05955337601186868,0.08954756418549611,0.07411851729344512,0.08761149361315806,-0.1342816483502311,1.0,0.030741715500961306,0.001831637171889808,0.06674622060242648,-0.03851851170206933,-0.019416895382946494,-0.012396869876470944,0.09614133529276012,0.10395937571876192,0.01869500410337985,0.14487296510580908,-0.005936719845172498,-0.005733963714516456,-0.0033926006566721996,-0.5312160991414814,-0.45194474416328306,0.06556756751206823,0.025998359074964558,0.023132155720079185,0.05608626867559306,0.04773405104129095,0.04487737700808966,0.4358117695758444,0.2653738171864871,0.1979209890999294,0.005786590346540452,0.06172193803410745,0.059712447027751595,0.0345096644211782,0.030343024406070125,0.011211565651503566,-0.006439099111028767,-0.024083990011994762,0.44247463851495483,0.320015439497174,0.19556538155550082,0.013409092279936408,0.07573498063507283,0.026736877917274388,0.0014404196425580377,0.02001891194632726,0.020483084297540775,-0.11955684113287876,0.7832268509215564,-0.08157547972358309,-0.05538431070931595,-0.07527373335937461,0.005058248586274179,-0.03365012696671251,-0.02823944229090915,-0.09915912544792412,-0.06436715267400762,-0.059571402241188565,-0.024329452267259733,-0.08250494859013598,-0.043247244002573355,0.02641110922743966,0.06416407661156745,0.008114464357589954,0.0012177023764862788,-0.005508524655941391,0.0004078075968272469,-0.00846338083093469,-0.026491285838268052,-0.005619818886657391,-0.04308256350830439,0.019462069008859648,0.019462069008859648,0.019462069008859648,0.019462069008859648,0.019462069008859648,0.00042306946080381485,-0.1919599432415036,,-0.09146196593697223,,,0.037545569125881605,0.037545569125881605,0.037545569125881605,0.037545569125881605,-0.13556862122921504,-0.13556862122921504,0.004217563632583388,-0.22760209014500066,-0.024437796980793694,-0.1620749248291083,-0.22760209014500066,-0.024437796980793694,-0.1620749248291083,-0.04840109184104578,-0.04840109184104578,-0.006706685970027924,-0.22801598959073416,-0.007811953161637191,-0.16230560183883802,-0.22801598959073416,-0.007811953161637191,-0.16230560183883802,,,-0.13556862122921504,-0.04558310417449179,-0.03188973314847445,-0.03667695516231556,-0.04840109184104578,-0.04840109184104578,-0.13570915095907077,-0.13570915095907077,0.02789195600040024,0.02789195600040024,0.005915184131512565,0.005915184131512565
feature_20,-0.21641695395888078,-0.012370914605048338,-0.16544106767212363,0.28037310752029176,-0.07708344612914175,-0.011923029762309164,-0.0767383008879341,-0.07614645545688799,-0.005018950280804994,0.008600224246560676,-0.007844933587907308,0.0006526390274785084,-0.056344730106208676,-0.15104886737985085,0.037383771105731746,-0.012080091889930889,-0.03384227124205673,-0.0074868171858611015,-0.01696771769033255,0.02436391922639243,0.0344550728075743,0.028795667691226934,0.037700582205012406,0.030741715500961306,1.0,0.36081876739251356,0.3033278496038902,0.08384649947742387,0.24993324569809694,0.18133128752603178,0.11578429252757833,0.04681490226738093,-0.07109076856584781,0.001945314895365551,-0.07812120142133629,-0.07825546848899645,-0.008624042809833126,-0.01930573302561071,-0.03150901325686522,0.006441414067571927,0.008089759273529543,0.02083313257634373,-0.006743143074119635,-0.012623317353086326,-0.013841225438884662,-0.028230903379896335,0.023195910664287927,0.014758813044288962,-0.0016802526257419124,0.004445073633506231,0.009974346290953225,0.061996912391876186,0.04058877563532598,-0.019425492937549995,-0.05560691994675724,-0.04149603324499958,-0.036926830044602364,0.014493980441509834,0.009620667543374236,-0.003965852660236112,0.00915614729473741,0.022589458228127902,0.008972681045062667,0.0039950920518808,0.009578255369014368,0.04167471456581525,0.03167067837577388,-0.02362217415347074,-0.00396733403236797,-0.00918277802575696,-0.03971983856413564,-0.008575195761893252,-0.020890758504772625,-0.09997909392102082,-0.10036013017096186,-0.0941713194718433,-0.09160204532095743,-0.09758370066138247,-0.09710862057762627,0.0011430597264499617,0.008517670318376514,0.0034146081390628554,0.004689850998530921,-0.0003489497330254827,0.005732089086411258,-0.00560081819480406,-0.008973709001893697,-0.005754524000280361,-0.21728486583379183,0.1853668364492282,0.1853668364492282,0.1853668364492282,0.1853668364492282,0.1853668364492282,-0.011933080697233749,0.0023462988936263527,,-0.00642553613554226,,,0.22162116956590014,0.22162116956590014,0.22162116956590014,0.22162116956590014,-0.003350044684860468,-0.003350044684860468,-0.008455586848678379,0.02254949346720195,-0.0006200507578985974,0.007058068237038266,0.02254949346720195,-0.0006200507578985974,0.007058068237038266,-0.0015876815879465338,-0.0015876815879465338,-0.002891576851281519,0.023438773465031506,0.0107210389680254,0.008749395328810196,0.023438773465031506,0.0107210389680254,0.008749395328810196,,,-0.003350044684860468,-0.0028890657233883762,-0.006283288887364372,-0.006980669133657209,-0.0015876815879465338,-0.0015876815879465338,-0.0019464856837551768,-0.0019464856837551768,0.00615604855716386,0.00615604855716386,0.0036485124105743953,0.0036485124105743953
feature_22,0.06993708378175036,0.014506153462875019,-0.26901069587033216,0.8297837577372017,-0.020994813147701952,-0.0035527795169215705,-0.022084590338458523,-0.0192502519728173,-0.00405537083542301,-0.004470394392528607,-0.005836293023792666,-0.004641923766035426,-0.0046191506242151,-0.11100491381546745,-0.09866437744974252,0.08929927125765229,-0.0564845065262945,-0.02946340441518034,-0.04374627965755566,-0.13349311254116614,-0.09096751557712235,-0.12188879911876464,0.03513729363424027,0.001831637171889808,0.36081876739251356,1.0,0.6237250742143693,0.12501884560229284,0.2074353739530499,0.40718175121452693,-0.07190528309345863,-0.09938834827093253,0.018589016196901554,-0.013238355241040405,0.018262959187746057,0.018750821121616513,-0.004606922183941681,0.010580256118900542,0.011461693256151395,-0.002840588568944669,0.03055291205516946,0.036218093137853784,-0.010195211711117484,-0.043373964604875845,-0.04896507636500067,-0.041361339821068606,0.01917074150670656,0.005751798058990794,-0.001099754976090723,0.0003845678153633387,-0.04849996178680918,0.040460253917873244,-0.02593578085594923,0.042943009962284645,-0.06656038223637875,0.015191118906615755,-0.07564731109002751,0.048511530262303315,0.004106459478932308,-0.0031454717909389657,0.0017170093145178556,-0.011456599610467742,-0.14738347455826675,-0.09687108418483958,-0.12923269797112172,0.017552193260359263,-0.005971269583542598,-0.04309888031102102,-0.02510386090808145,-0.032286524440218095,-0.06299812827543999,-0.023961207083522076,-0.04794385770447091,-0.12436070617007193,-0.1296615684650016,-0.10277421947722565,-0.1050514580622159,-0.11979014105093427,-0.12018077483420214,0.0028288319688473036,0.011451683414851086,0.008991280213008632,0.0010611249052611283,-0.007684079362679914,0.0008752758474397601,0.001191412343026969,-0.010580812580604539,-0.002406670105676711,0.06777375282134522,0.05781002481702927,0.05781002481702927,0.05781002481702927,0.05781002481702927,0.05781002481702927,-0.011708005758379589,-0.004379960061296454,,-0.0004635743457789383,,,-0.050809644614331274,-0.050809644614331274,-0.050809644614331274,-0.050809644614331274,-0.0009433501328519693,-0.0009433501328519693,-0.00807235889404353,-0.020948995157937744,-0.019646762563260974,-0.011579238307282998,-0.020948995157937744,-0.019646762563260974,-0.011579238307282998,-0.04674197341058732,-0.04674197341058732,-0.0012627334538895165,-0.01898998660389362,-0.0003975368260042634,-0.0073779180290281954,-0.01898998660389362,-0.0003975368260042634,-0.0073779180290281954,,,-0.0009433501328519693,-0.042452419541488,-0.03762618807959719,-0.03818225790806532,-0.04674197341058732,-0.04674197341058732,-0.0006339420539065828,-0.0006339420539065828,0.0027487147096130764,0.0027487147096130764,0.010586437787808744,0.010586437787808744
feature_23,0.05316119213633824,0.007950522599564967,-0.1549298034623173,0.5319408073755085,-0.010757296620645335,-0.010498796828048745,-0.0113101214454131,-0.009873914018990576,-0.006859582689515965,0.0009204820848957785,-0.0012965409086310388,0.0006390020753341392,-0.0065433100225837666,-0.04412921752988959,0.09533676611084364,0.19300298298951335,-0.018624038348425975,-0.005891788648675827,-0.013307732646640676,0.39082743113981244,0.365725166079434,0.3975246600012625,0.10684474374483259,0.06674622060242648,0.3033278496038902,0.6237250742143693,1.0,0.035632192935546564,0.07346836974630751,0.0765027851140697,0.5196258259937081,0.46194774413856804,0.0459927118220021,-0.009180483551135772,0.04651263263048693,0.045818029412254685,-0.0025739098024164376,0.009543202632169491,0.00882042158667046,0.056996523601822516,0.057314873909663236,0.09010094260466983,-0.04684560316167676,-0.015811288667290015,-0.06052524629477744,-0.02587318215475039,0.007998995896890279,0.008217569514667095,0.0023175074074760047,0.004611477370782959,0.05855219054159075,0.2691535465457588,0.18365295722937583,-0.06397012837489577,-0.21001659379080834,-0.18701980667142276,-0.04909690330105414,0.011065114136999055,0.004433033227997763,-0.004985502222780689,0.003807127633923064,-0.0003554799650000941,0.004710722685054258,0.021332051947412042,0.034408299519198014,0.09207876667448721,0.06210205357165675,0.0027029220456725603,-0.0027757853279774688,0.0009164556963116512,-0.03118748232174397,-0.008633610660810946,-0.023016634466019745,-0.2230544543109472,-0.22959160734457748,-0.18404794383468934,-0.18526659437024265,-0.21330883281054214,-0.21302282402251413,-0.000141103870096595,0.00904737713681471,-0.00014745781107420423,0.011232413139764126,0.004194225398502394,0.00436674771031946,0.009059039001050852,-0.0014944042309969418,-0.0002878500944738075,0.04900813175359132,0.0542582306816366,0.0542582306816366,0.0542582306816366,0.0542582306816366,0.0542582306816366,-0.010345162099581577,0.0035525336765606774,,0.0003985199627028703,,,-0.00803923613554127,-0.00803923613554127,-0.00803923613554127,-0.00803923613554127,0.0032465860208590555,0.0032465860208590555,-0.010562539717122095,-0.011240834512522651,-0.011664583868704118,0.0007807648537793226,-0.011240834512522651,-0.011664583868704118,0.0007807648537793226,-0.040262784449183,-0.040262784449183,0.008467536229616905,-0.009392631110528949,0.0017545011255616757,0.003726754137714818,-0.009392631110528949,0.0017545011255616757,0.003726754137714818,,,0.0032465860208590555,-0.04266560744907189,-0.03704963842909292,-0.036687242779372894,-0.040262784449183,-0.040262784449183,0.0038732467161816126,0.0038732467161816126,0.0005365815153281395,0.0005365815153281395,0.0025154461645192695,0.0025154461645192695
feature_24,0.4631015466554725,0.03269339186743815,0.06323915261236732,0.31241360339451046,0.20867909096836698,0.013500803131726725,0.2069464255168848,0.2071364114546195,0.0015516689290884025,-0.01208511064276612,-0.0004445734301959957,-0.002214966684231971,0.015896913043393926,-0.0443262794135755,-0.03406036715528446,0.01993185194467991,-0.026831948780003254,-0.015483578930388915,-0.026400025739688273,-0.3256573102226232,-0.2776125388197072,-0.3188640444398883,-0.02779910303628854,-0.03851851170206933,0.08384649947742387,0.12501884560229284,0.035632192935546564,1.0,0.6328488533464154,-0.20994427307501015,-0.0887544948071118,-0.3312761516812304,0.139479888357153,-0.017124081343859076,0.14250918738915916,0.1435576703900112,-0.004457125372449092,0.001986989547135768,0.00454547198944691,-0.038042083279110045,0.0031631060826677435,-0.012403079541659118,0.01868886893665515,-0.047507013553176596,-0.028043282733441508,-0.036227571253304704,0.034185484731639966,0.008048307794227862,-0.005405512413403134,0.0018493777505709885,-0.12447399598184694,-0.127101810310583,-0.1561828297939541,0.1405330867514738,0.06105453560124941,0.1497198640364241,-0.07745735565093569,0.10027656973657166,0.006069299280475279,-3.657871214617377e-05,0.0043338725926993,-0.014946712800104473,-0.22706876043234853,-0.16561409161614882,-0.21585368068310218,-0.0425468777265566,-0.04257544513407695,-0.02823252955103965,-0.013313344480225591,-0.024554471936279007,-0.017774160233071174,-0.012128056233777109,-0.020730882183179998,0.009965239849376433,0.006690841796680953,0.008995154561649144,0.002274317520534236,0.007445805705954427,0.004876102607178094,0.0005882856765060202,0.008136958358451464,0.00523705326993176,-0.00633241921211958,-0.005732500945018644,-0.012892261804684136,0.0038378975804763127,0.0073362227609598644,0.002631175779073461,0.4704707274833849,-0.25415832884073847,-0.25415832884073847,-0.25415832884073847,-0.25415832884073847,-0.25415832884073847,0.07690949173123382,0.0025574642084150124,,0.004330860299847712,,,-0.24754480043214405,-0.24754480043214405,-0.24754480043214405,-0.24754480043214405,0.007827640037469167,0.007827640037469167,-0.00028938075264466626,-0.02623855269573287,-0.03491721802384546,-0.010554934208328686,-0.02623855269573287,-0.03491721802384546,-0.010554934208328686,-0.078587676907363,-0.078587676907363,-0.0051641824023121365,-0.022475923256324786,-0.005615737184583792,-0.0028569430300834486,-0.022475923256324786,-0.005615737184583792,-0.0028569430300834486,,,0.007827640037469167,-0.07840005137026936,-0.06939908728826102,-0.07161854533331516,-0.078587676907363,-0.078587676907363,0.00965290093226381,0.00965290093226381,0.03704862970176058,0.03704862970176058,0.029340829838911283,0.029340829838911283
feature_25,0.05927514744566537,-0.0023550394521507745,0.023949829885894575,0.24418652565368948,0.11190583327017903,0.007437027893673679,0.1111347245859274,0.11197117608672165,0.003125959426869462,0.0051407426300961005,0.00217858800605292,0.007520856976399082,-0.016703735405354445,-0.09069232524601833,-0.06882390936882037,0.046305922043727514,-0.006372110789347788,0.005759307426971699,-0.0006857044274154214,-0.16348567038148898,-0.13681215633185614,-0.15838320697521605,-0.012168057453099087,-0.019416895382946494,0.24993324569809694,0.2074353739530499,0.07346836974630751,0.6328488533464154,1.0,-0.2245301597564233,0.024025969904268453,-0.1590075566800329,0.04601514530678363,-0.009712940329951656,0.04495898577865967,0.04594516072819727,-0.004747731495569008,-0.0022317384865697992,-0.006347471301410147,-0.03733508417841821,0.005248795258453269,-0.009483312932560928,0.03860627264545993,-0.019559146715918213,0.0022494007108271184,-0.037034308127164614,0.04939688080007459,0.01125600726103726,0.0009236053543941686,0.0015399542552168596,-0.0823120347596948,-0.058868053945439786,-0.08876933532816289,0.09268903701155848,0.02861545090691227,0.08944154153495937,-0.05837215218651335,0.06944748550626159,0.011033909670683396,0.002622186157643913,0.005751810041005323,-0.0007221598706512426,-0.09626815323064854,-0.07303110319364053,-0.09566324831815871,-0.014901196735178058,-0.01600267061269371,-0.0019251582828739965,0.006348530573923538,0.0037309364285716845,-0.006686804674448591,0.004966349181858614,0.0007097781440220627,-0.006212524560950164,-0.008473127070635762,-0.008144503780686506,-0.01037897393668681,-0.00941155917152436,-0.009306147061223038,0.007010775790972557,0.015051140318715088,0.009534059572216957,0.005237314954022778,-0.0016093288614991543,0.0038983120308312613,0.0016402637026673756,-0.0012061984560222724,-0.000645376811630076,0.0599199812617535,-0.0011172560336345527,-0.0011172560336345527,-0.0011172560336345527,-0.0011172560336345527,-0.0011172560336345527,0.016896543316309777,0.0031305940152345337,,0.00630669171195168,,,0.0020972169182372747,0.0020972169182372747,0.0020972169182372747,0.0020972169182372747,0.009564098830208822,0.009564098830208822,0.01007150265394663,0.011284186964522856,-0.013848932731644082,0.0007858994545595152,0.011284186964522856,-0.013848932731644082,0.0007858994545595152,-0.024791497006673796,-0.024791497006673796,-0.006237469717084034,0.013385139821306154,0.004729210485863022,0.004695144013432872,0.013385139821306154,0.004729210485863022,0.004695144013432872,,,0.009564098830208822,-0.030536375968615248,-0.024968507623903527,-0.025966304419755067,-0.024791497006673796,-0.024791497006673796,0.010689730240181817,0.010689730240181817,0.019396857223468615,0.019396857223468615,0.02298814236523132,0.02298814236523132
feature_28,-0.11764394545057158,0.001445569470086721,-0.10728940832029817,0.32050231211445923,-0.1624611267494536,-0.001661957378577604,-0.16480062717233454,-0.16246021634809868,-0.007026215494267532,-0.0016473374621154854,-0.005302179680893289,-0.004933490620998063,-0.017571008098171505,-0.01613984273708888,-0.07176003612192378,-0.011670282033226842,-0.016434478984125877,-0.016051155585443257,-0.011804150858213128,-0.20411916482685105,-0.17469322272002166,-0.20226296435595306,-0.03162522953906445,-0.012396869876470944,0.18133128752603178,0.40718175121452693,0.0765027851140697,-0.20994427307501015,-0.2245301597564233,1.0,-0.30078314931221495,-0.21201887567479868,-0.1202848329165604,0.006709118312041204,-0.12524011345314887,-0.12589258723770064,4.460648342580757e-05,-0.008553846657096454,-0.018826992438675697,-0.03588620493068444,-0.004480954757838186,-0.021430059001120102,0.02635038016898603,-0.006392478242411998,0.013811905374061358,-0.032467793350398566,0.026348411993899864,0.0019621062123949496,0.002955210059966645,0.0033909970332128207,-0.04582117622476925,-0.07042501452184857,-0.07110934272427799,0.04232135606066695,0.04136897729214091,0.07744251841976639,-0.02823464711389791,0.028315654523345876,-0.0009228670330077189,0.004744549955027743,0.004790830305837039,-0.0018637377811846492,-0.06334819624089388,-0.04777834846268941,-0.06644420099048914,-0.028637649494536607,-0.016804219293221352,-0.021602786815866994,-0.016989340855250307,-0.011511226975689045,-0.014064812309335107,-0.010124218614594633,-0.007615540286252417,0.008016159152043572,0.010356049771178922,0.007641530781649093,0.008273820576337212,0.008249603753984234,0.008098609225554278,-0.00034203638845185043,-0.0042452054339482855,0.003280146172870656,0.0006165823186069293,-0.0034236763397411936,0.0037017913102238174,-0.00018046861038056725,-0.002241582223256995,0.002215507702993148,-0.11774067132005388,0.09468127979304004,0.09468127979304004,0.09468127979304004,0.09468127979304004,0.09468127979304004,-0.027128538800060744,0.0019331150826816868,,-0.0013951980397317592,,,0.03149407161413751,0.03149407161413751,0.03149407161413751,0.03149407161413751,-0.005221686248227974,-0.005221686248227974,-0.0038932755826355755,-0.005035528294539657,0.004532382707197103,-0.002618067698611835,-0.005035528294539657,0.004532382707197103,-0.002618067698611835,0.007824242915384676,0.007824242915384676,-0.0032443509105484613,-0.006972821031206983,-0.0025849478684877468,-0.004635922095981642,-0.006972821031206983,-0.0025849478684877468,-0.004635922095981642,,,-0.005221686248227974,0.017307084882172686,0.013687177195521993,0.014286322172470356,0.007824242915384676,0.007824242915384676,-0.005356348701071114,-0.005356348701071114,0.00027636833460879974,0.00027636833460879974,0.008162694643931536,0.008162694643931536
feature_29,-0.23712593637719404,-0.015426700398937702,0.0864406991694606,-0.14252702478149679,-0.13678725405749695,-0.01111575632676904,-0.1351670110066202,-0.13678319184260695,-0.007549581961588226,0.01139713032340417,0.0020686983240521726,0.005198365371178567,-0.017851720644115502,0.057146499795206245,0.18986623955360743,0.1776955297177023,0.01829353343429196,0.029218716035184868,0.020626355182495896,0.8135684732717305,0.7116850008005845,0.8065462595493527,0.12037052787514248,0.09614133529276012,0.11578429252757833,-0.07190528309345863,0.5196258259937081,-0.0887544948071118,0.024025969904268453,-0.30078314931221495,1.0,0.8752871574775621,-0.06590142880884733,0.008267152618475023,-0.07024974546328823,-0.0713940028384406,-0.0010902171252896776,-0.005900503822121767,-0.0079114462979142,0.08346448317891746,0.042827774923526615,0.0822987172849507,-0.054870323449794485,0.02967616979696399,-0.02616521837814769,0.011750807252204136,-0.013368653079289403,0.004947521974695727,-0.0019201683416626273,-0.003442253279380253,0.15271041558566956,0.3605394402553613,0.30976284802937365,-0.16564973820688547,-0.22501968261962238,-0.3145174732406534,0.026403033961211134,-0.055714642375780714,0.002547068780329905,-0.0076621596896330356,-0.0018627418884185028,-0.004166881747507607,0.2343513564440404,0.1801567177779355,0.2527662304778285,0.11519635391564968,0.09891434568554154,0.038316347563181724,0.029309275345699472,0.0339726867505112,0.0020864223664269184,0.014744317101115754,0.00643210362084861,-0.1472386095101374,-0.14928453999913802,-0.12851778453849186,-0.1264848513964909,-0.14417085130873408,-0.14275183852999793,-0.009200578884424517,0.00701856041215829,-0.011014000676168503,0.013775961459078003,0.015173407360424081,0.0054607739477178655,0.011588364802187749,0.0029698886022681043,0.0021968701688291135,-0.2367080643241417,0.04568448202922987,0.04568448202922987,0.04568448202922987,0.04568448202922987,0.04568448202922987,-0.015819573409380585,0.0049283530587434605,,0.0024833880533726154,,,0.08925985216306574,0.08925985216306574,0.08925985216306574,0.08925985216306574,0.005217404157934061,0.005217404157934061,0.0010265320719109843,0.017575614715786017,0.008781315815465266,0.012090126895175876,0.017575614715786017,0.008781315815465266,0.012090126895175876,0.012579223992402454,0.012579223992402454,0.007726210911425643,0.017425944023646122,0.00610380183858599,0.011097304613702461,0.017425944023646122,0.00610380183858599,0.011097304613702461,,,0.005217404157934061,0.005485907742996561,0.003970324660346672,0.005780532358953573,0.012579223992402454,0.012579223992402454,0.005537801500811625,0.005537801500811625,-0.01046535666783914,-0.01046535666783914,-0.004896289028290586,-0.004896289028290586
feature_30,-0.3159076342169948,-0.022387765097718223,0.04722182749192613,-0.20586736038361028,-0.16887166216100924,-0.01366697856619493,-0.16702222839103278,-0.16858176195402994,-0.008317407760462666,0.011553793725426397,-6.74037104595589e-05,0.0033870734167498677,-0.020643613799801577,0.06337515738543026,0.17957129970630664,0.15650744266432742,0.028996241542801893,0.036021769167433056,0.029129143157015612,0.8976283514288372,0.7814573476247626,0.8886321794369185,0.1169392953580261,0.10395937571876192,0.04681490226738093,-0.09938834827093253,0.46194774413856804,-0.3312761516812304,-0.1590075566800329,-0.21201887567479868,0.8752871574775621,1.0,-0.09116802100136363,0.01783513150892328,-0.09746311295377431,-0.09786269074309616,0.001988441497440787,-0.005944849300794756,-0.007527781033659361,0.09648094740535365,0.047113060382284036,0.08839251530161597,-0.05379139426806224,0.04896485055628594,-0.010336917827178157,0.027067658726379767,-0.021996364308253875,0.0034822426571656153,0.0049507141831613335,0.0008997569263424595,0.1888242469247379,0.3677373548477936,0.3435896230545311,-0.2007739827561294,-0.2158190373248752,-0.3414605168431001,0.053955576818993205,-0.08737777492460296,-0.0019751704063623475,-0.005555504867122218,-4.718290919468742e-06,0.00026087095846991017,0.2995397172798521,0.22976231979344078,0.31457790779355754,0.12061520232458665,0.10704972565363712,0.04754227415836023,0.028763044216299154,0.03681828725864748,0.0138641388166823,0.027236143097097154,0.018027672646370774,-0.13161307788949891,-0.13238518868324903,-0.1147060727476139,-0.11150190572326961,-0.12795663062868884,-0.12525639834149596,-0.005561224766819353,0.004527259483509662,-0.009538730742362243,0.01874656874770874,0.017917166176625737,0.015472255685328076,0.01360883868459174,0.001158729873159633,0.005257492685055248,-0.32003996274066815,0.14420932184689836,0.14420932184689836,0.14420932184689836,0.14420932184689836,0.14420932184689836,-0.026943950110102366,0.0021187302482592522,,0.0014151822837824553,,,0.14955266509142034,0.14955266509142034,0.14955266509142034,0.14955266509142034,-0.0003677542957576115,-0.0003677542957576115,0.00043176471055533745,0.02324928224829806,0.02036024937076832,0.012840670540186241,0.02324928224829806,0.02036024937076832,0.012840670540186241,0.04265574021660269,0.04265574021660269,0.010499204984201423,0.021768911346930504,0.0072048822124646,0.009216551791402915,0.021768911346930504,0.0072048822124646,0.009216551791402915,,,-0.0003677542957576115,0.03336056595971379,0.028596895745629198,0.030744268712452342,0.04265574021660269,0.04265574021660269,-0.000692827594926018,-0.000692827594926018,-0.015301337638815058,-0.015301337638815058,-0.010827731715865941,-0.010827731715865941
feature_32,0.3011824152296118,0.028455131706811722,0.016968629566866924,0.07763444375315386,0.5102754100551478,-0.0048428999385983365,0.5119368081541716,0.5138472002588466,-0.007906028367032213,-0.0006768022892069227,-0.0033007371979851797,-0.003221574138936663,0.049251204234998514,-0.013559761988306551,0.04022715016380885,-0.004973115264468414,-0.02180621528789304,-0.015950283083873244,-0.023404232840120675,-0.09250799455405424,-0.07591036510836856,-0.09026842627447178,-0.018188668502421134,0.01869500410337985,-0.07109076856584781,0.018589016196901554,0.0459927118220021,0.139479888357153,0.04601514530678363,-0.1202848329165604,-0.06590142880884733,-0.09116802100136363,1.0,0.13879959862534466,0.9110925832976442,0.9147370488003088,0.041557476106507736,-0.02780833188026807,-0.022007787940800324,0.02573913621141886,0.017627222611714004,0.016239148430212808,0.01765322809261494,-0.003546700560275503,-0.008592317926882274,0.02400997046596642,0.023988430551936123,0.11641341337905606,0.0020648077660927635,0.03213524890450944,-0.012858237703781084,-0.032360945676006454,-0.03377772509997242,0.037468744421604715,0.009843721217387568,0.02698765445175958,0.00680607282582281,0.035467050729310605,0.022133624296385938,-0.0027046073771393665,0.010722001065640271,-0.5414174661467531,-0.09778118894812642,-0.0682285116432705,-0.09116231796828653,-0.018520657705149518,0.016217042450368865,-0.025465338762931798,-0.013842132693263494,-0.023653265295329948,-0.014723963078089288,-0.011763474960790384,-0.02128568578367876,-0.008099448631516437,-0.007599113261447406,-0.0001654253556005934,-0.0016721494610725362,-0.005636797275743216,-0.006558348940403839,-0.00680609177988169,-0.010678517369092422,-0.0027724614520192705,-0.05772223393467909,-0.03376411858550495,-0.06718140449104787,0.004768734922101732,0.009104191566206192,0.004104877282389309,0.30446076841580155,-0.11111822501512023,-0.11111822501512023,-0.11111822501512023,-0.11111822501512023,-0.11111822501512023,-0.0023583111909426815,-0.0017491447217937613,,0.0034200777758122023,,,-0.09687953358330272,-0.09687953358330272,-0.09687953358330272,-0.09687953358330272,0.0016587319293407806,0.0016587319293407806,-0.008536011511150165,-0.01744140608263865,-0.011749715547668465,-0.005707824662217841,-0.01744140608263865,-0.011749715547668465,-0.005707824662217841,-0.030580499897270495,-0.030580499897270495,0.00022351715500263687,-0.016505109557959426,-0.007478112712038536,-0.003701333649447858,-0.016505109557959426,-0.007478112712038536,-0.003701333649447858,,,0.0016587319293407806,-0.03296581803913517,-0.026582745728345205,-0.027828857561927673,-0.030580499897270495,-0.030580499897270495,0.0038334367725657978,0.0038334367725657978,0.009803995183055806,0.009803995183055806,-0.0002792891437771605,-0.0002792891437771605
