feature_00,feature_01,feature_02,feature_03,feature_04,feature_05,feature_06,feature_07,feature_08,feature_09,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78
0.015839426,0.28856757,-0.00919014,-0.0013929232,0.23586914,-0.0064036613,0.14752261,0.08393128,0.03236905,0.38917178,-0.22165035,0.35157952,-0.06893216,0.116788745,0.05797031,0.046491534,0.047758587,0.050282497,-0.24991484,-0.11725891,-0.13556549,-0.037375078,-0.07836109,-0.036390554,-0.054790303,-0.06757933,0.09265938,-0.025478086,-0.048642464,0.035374004,0.046905845,-0.039513905,0.0010322778,-0.014178235,0.008642774,0.011396056,0.081986316,-0.043192826,-0.008191991,-0.13271394,0.059685737,0.018287476,0.040515613,0.06460054,0.064007886,-0.16461274,0.17326276,-0.09650602,0.08619114,-0.050290883,-0.14443067,0.06774388,0.03158569,0.026933365,0.040570054,0.04367154,-0.17190585,0.16101167,-0.10742004,0.086967185,-0.07467945,-0.012867056,0.027155861,0.014765277,0.019026343,-0.26217657,-0.12249984,-0.048582993,0.08915064,0.07794987,-0.08806461,0.106543586,0.025660252,0.025535896,0.02258601,-0.004411698,-0.0020666155,0.0003440952,0.0017171663
0.20926265,0.05876791,0.20137608,0.20923248,0.26973048,0.20073026,0.34042522,0.24897492,-0.21029975,-0.041185696,0.009149335,-0.03469694,-0.03074422,-0.0989377,-0.044501282,-0.038741436,-0.040812586,-0.040550686,0.06158112,0.15727532,0.046173964,-0.01793604,0.023493648,0.0076979147,-0.0041508717,0.0005332967,0.007932489,0.0076236636,-0.0010056436,-0.050943635,-0.04179015,-0.016653927,-0.12972751,0.03850599,-0.13558431,-0.13540798,0.04492422,-0.018600242,-0.048718918,-0.0609645,0.004460838,0.027595155,-0.2583518,-0.024673576,-0.08241878,0.069395855,-0.1535213,-0.11534744,0.11905545,-0.095758736,-0.056819227,0.09120586,0.07659459,-0.24845095,0.11669612,-0.0091945985,0.054319516,-0.14368515,-0.14489385,0.14923224,-0.10531654,0.22216381,-0.009431563,0.0020143767,-0.004959267,0.060147855,0.15560755,-0.01669745,-0.11103151,-0.016083896,-0.046646632,-0.047717106,-0.07172865,-0.030049745,-0.024818948,-0.014769792,-0.012168937,-0.018816506,-0.012731145
0.34923592,0.012626155,0.35151568,0.34778765,-0.13055886,-0.12851304,-0.16983505,-0.12500092,0.15960631,-0.05663817,0.060201682,-0.029597878,-0.03247415,0.07438042,0.022198059,0.048394177,0.05501619,0.053306226,-0.06690066,-0.07651875,0.067133136,-0.09279648,0.06724161,0.122537136,0.016938746,0.022106454,0.08483164,0.08585179,0.04367043,0.047133602,0.048927125,-0.093775466,-0.2437263,-0.060873512,-0.23452336,-0.2353963,-0.0113488175,-0.0136475125,0.034941748,0.03807106,0.011189652,0.025080774,0.11322298,-0.009220728,0.013672477,-0.06454734,0.116424404,0.043391645,-0.04738608,0.056255914,0.028832203,-0.020815022,0.0038686062,0.11566462,-0.082216054,-0.021935914,-0.07225158,0.114918135,0.07416135,-0.06436912,0.05671938,0.37648878,0.004565095,0.002088047,0.0016603923,-0.06437916,-0.08089877,-0.03559976,0.07520604,0.010162578,-0.019156704,0.04557558,0.03697574,0.014608945,0.01158962,0.021051742,0.015111776,0.015208965,0.010357871
-0.021873543,-0.2761499,-0.0015577452,-0.0045795254,-0.06224753,0.08097763,0.16046214,0.16720508,0.04636371,0.079064086,-0.034708437,0.06626808,-0.16094005,0.29387742,0.026179539,-0.0068086,0.012724544,0.006273062,0.3365543,0.27670687,-0.023004929,-0.05408204,-0.055197343,-0.02105568,0.025036164,0.01300543,0.0087602325,-0.022114078,-0.023739858,0.015971007,-0.00022656881,-0.05389632,0.004234311,0.012295102,-0.0033344163,-0.0036215931,-0.007123477,0.014795496,0.009562945,-0.12382548,-0.028858908,-0.05157771,0.15491703,-0.04762859,0.02289727,-0.10961105,0.08496528,0.017623164,-0.030903498,-0.0149489185,-0.12892294,0.0011161044,-0.021502174,0.17481026,-0.057744578,0.031243812,-0.121121086,0.11017821,0.0043303077,-0.03475772,-0.013464393,0.020155726,-0.016400022,-0.008241795,-0.009828525,0.33749634,0.28531715,-0.14039429,0.28003374,0.046036754,-0.16794682,0.20835115,-0.005008909,-0.02250875,-0.023991106,0.08023771,0.07968683,0.022540392,0.023588862
0.0054649524,0.036947127,0.0039119446,0.0058339736,0.066198826,0.039700218,-0.0791512,-0.026916308,-0.022029392,-0.0091272,0.001506595,-0.0236203,-0.05951029,0.033841547,-0.012381559,-0.03775781,-0.03836228,-0.042986147,0.06478651,-0.0046848734,-0.032986026,0.028297374,0.0037387384,-0.018949527,-0.027938938,-0.04123417,0.0021126315,-0.0116885025,-0.012174317,-0.04688997,-0.039495002,0.02810471,0.025841413,0.3217309,-0.045083873,-0.025086036,0.4871157,0.03712413,0.009982776,0.14286391,0.40254775,0.25531468,0.05768503,0.36889064,0.18442915,0.05428333,-0.012499136,0.10030897,-0.03571466,0.0170353,-0.026080979,-0.15322958,-0.0995502,-0.1133429,-0.1946021,-0.16756368,-0.011873797,-0.07642054,-0.044089556,-0.15300919,-0.1167886,0.013363638,-0.006966928,-0.008042923,-0.008134447,0.06997078,-0.006561118,-0.04899679,0.080788314,0.010952507,-0.06297194,-0.036514718,-0.04162268,-0.01106614,-0.010267266,-0.0033960524,-0.006724307,-0.008776478,-0.011131149
0.008493157,0.19026023,-0.016239202,-0.0052311104,0.2927095,-0.07204912,-0.0168514,0.014175458,0.23141176,0.030462915,0.034733377,0.051975418,0.2567043,-0.220742,0.025729954,0.07026854,0.045339037,0.060694326,0.11010307,0.27738622,0.035115093,-0.07596854,0.006039759,0.061281715,0.09762175,0.09632519,0.028485695,0.061484538,0.054961942,0.093958125,0.06725815,-0.07313783,-0.020890776,-0.08805397,-0.008757835,-0.001691923,0.12259439,-0.008344296,0.118708976,-0.042509027,-0.045642555,-0.12122319,0.117343135,0.08805967,0.1791119,-0.015158017,0.12206762,-0.06053563,-0.022853246,0.02982396,-0.063689,-0.17106327,-0.19942342,0.07411442,0.017315146,0.11456129,-0.021765323,0.111964375,-0.049511332,-0.06088012,-0.0027933505,-0.016808007,-0.008181035,-0.027417047,-0.0065035843,0.10700929,0.2971275,0.24916579,-0.19449021,0.010239152,0.23984551,-0.18133408,0.040999684,0.045064222,0.031631596,0.032755915,0.025242781,0.05162919,0.036334865
-0.021372585,0.23772123,-0.044938266,-0.03748389,0.21609378,-0.12026937,-0.07869965,-0.012614489,0.32827196,-0.092711985,0.059942897,-0.11446756,-0.111462176,0.047617447,-0.022677615,-0.115658425,-0.080183454,-0.09425314,0.0071696723,0.17744796,-0.26648447,0.1973857,0.027875643,-0.021003844,-0.22463743,-0.28622046,0.14936727,-0.047367126,-0.12998019,-0.12923814,-0.07880599,0.19570945,-0.03570589,-0.3000433,0.017689284,0.015086376,-0.11004496,-0.023365831,0.13178694,0.15355986,0.045475308,0.11558996,-0.06565994,-0.03461384,-0.08063647,0.052993268,0.029683253,-0.08435506,-0.036845546,-0.0032575713,0.16766621,0.03398614,0.11184539,-0.028858894,-0.0829921,-0.064920686,0.054862645,0.057789788,0.016597629,-0.05053897,0.017125659,0.06684252,-0.021594271,-0.0011234658,-0.01643436,0.005084855,0.18348154,-0.10126892,0.059714682,-0.016451731,-0.11089556,0.019954018,-0.028195912,-0.023413064,-0.03517972,0.01964412,0.010070746,-0.008607173,-0.017098343
-0.049115263,-0.12328249,-0.038969256,-0.040426232,-0.078904346,0.028651157,0.06278554,0.02776758,-0.097848296,-0.024585513,0.2699206,-0.029704217,0.060271718,-0.026705403,0.017408121,-0.036869835,-0.046034247,-0.03986895,-0.02236611,-0.050804663,-0.020350864,-0.04031064,-0.014244763,0.04487303,-0.047715858,-0.06768038,0.83150154,0.06301475,-0.32584232,0.0002641403,-0.02897737,-0.03945298,0.030250344,0.092489555,0.009058435,0.01169636,0.05001715,-0.0067250514,-0.049898952,-0.05651513,-0.043867823,-0.057973072,0.019269299,-0.0075963237,0.03172348,-0.020742403,-0.010662608,0.016608857,0.014571417,0.009041398,-0.06694759,-0.045184836,-0.057891116,0.013422357,0.022837251,0.059933573,-0.03016423,-0.020091293,-0.016346965,0.018732194,0.0048898323,0.03295376,-0.0039007019,-0.013387107,-0.008471831,-0.014614691,-0.049285922,0.058074173,-0.034786478,0.014795116,0.053006023,-0.010920097,0.019667933,0.020591548,0.027403912,0.00013200009,0.0061018965,0.014468798,0.017318197
0.00033828954,0.014871802,0.0015387654,-0.0011479236,-0.04788851,-0.13840447,-0.032978002,-0.11487622,0.27046174,-0.056571975,-0.06374489,-0.048082948,0.013136732,0.003181187,0.015180642,0.023987245,-0.0016218155,0.012479397,0.010117531,0.0386337,-0.14793369,0.103308596,0.04310391,0.021721909,-0.102983065,-0.10191864,-0.057945933,-0.013729473,0.012421519,-0.030028576,0.0031722663,0.10307837,0.055671304,0.5216421,-0.04263833,-0.024153356,0.39738953,0.024696441,0.097985275,-0.07367159,-0.27312505,-0.13384037,-0.059550706,-0.27420422,-0.13304305,-0.00013088303,0.037478108,0.15390909,0.12392674,0.104647204,-0.060802422,0.14609113,0.048557647,-0.04583656,0.15029673,0.054619696,-0.023331618,0.016821323,-0.01418354,0.18974292,0.041942276,0.045154996,-0.011742906,-0.0004708851,-0.006535889,-0.012411599,0.055133387,0.0040426985,-0.06964403,-0.009554631,0.020676786,0.09044856,0.03972376,-0.005921894,-0.015178284,0.02687084,0.022035366,0.006466749,0.002999055
0.010039979,-0.38672975,0.034815222,0.033419084,-0.10407205,-0.07943322,0.40636563,0.23773168,0.15129897,-0.0846276,-0.06285575,-0.055168048,0.06536659,-0.010546801,-0.008915926,0.049880378,0.07808303,0.049523585,-0.23989406,-0.037231896,-0.18628484,0.12773818,0.061962537,0.041119717,-0.10472841,-0.10155951,-0.09686238,0.0034837914,0.041733406,-0.002780728,0.035477776,0.12908128,-0.02682164,-0.1547823,-0.012627943,-0.0064537465,0.13854338,-0.009878585,0.054039754,-0.07692064,-0.07242456,-0.02119075,0.09086381,-0.048718356,0.088102326,0.10458441,-0.07857298,-0.08519044,-0.0043109627,0.04863679,-0.11902925,-0.24526641,-0.10114971,0.05817161,-0.316675,0.0067897295,0.11759493,-0.09175746,-0.07195895,-0.058274984,0.011674856,-0.010439986,0.004730245,0.0038955898,0.0051171114,-0.23954247,-0.044303317,0.071756676,-0.0057445443,-0.01027423,0.05114671,-0.014741044,-0.0038306895,0.008445307,0.003020622,-0.00019815232,-0.002353314,0.004924074,0.0023835602
-0.061749287,-0.019978553,-0.060655486,-0.06071609,-0.102698736,-0.16566248,0.088558935,0.032074343,0.18986475,0.11850736,0.0664397,0.065785356,-0.091429584,-0.06096655,-0.01379571,-0.07415231,-0.017959904,-0.05969314,-0.09605274,0.09235425,0.37212315,-0.18186395,-0.12458339,-0.12725851,0.19414043,0.20892288,0.056043256,-0.015426674,-0.04195832,0.00293802,-0.06440841,-0.17723753,0.012021027,-0.07111049,0.01691821,0.023113009,0.19457598,-0.023007551,0.034578558,0.15982305,-0.1007881,0.17646292,-0.166085,-0.20179985,-0.123185866,-0.09201227,0.038824394,-0.067580305,0.064657815,0.10570521,0.14800619,-0.15849589,0.18826967,-0.1795086,-0.303661,-0.10437969,-0.10414486,0.04119787,-0.074469306,0.051725816,0.06878178,-0.046290092,-0.014907126,0.008939333,-0.009155542,-0.08232296,0.09493353,-0.08162014,-0.094410904,-0.024601102,-0.09980232,0.0094937775,0.007473289,-0.03493392,-0.03904794,0.023689976,0.018827906,-0.018625878,-0.016448136
-0.010980202,-0.08590139,-0.020762905,-0.011217757,0.38584146,-0.14526933,0.043515854,-0.03161016,0.28849676,0.027731678,0.039690536,0.028312813,-0.059943963,0.17793807,-0.058135983,0.024856538,-0.013496738,0.009110447,-0.0855504,-0.07359952,0.26842234,-0.08781869,-0.02369637,-0.044916455,0.10536574,0.17464639,0.09919626,0.039627455,-0.0030211166,0.04423024,0.014101476,-0.08830939,-0.0076546026,-0.020447748,-0.011847249,-0.009192253,0.06132698,-0.0014347509,0.08833676,-0.014814883,0.02335041,-0.067912616,0.11332641,0.0036654356,-0.029002547,0.32264823,-0.20911564,0.0732485,-0.054417584,-0.037305992,-0.020515732,0.1832122,-0.064320065,0.11567222,0.19971782,-0.015568745,0.34316552,-0.21359707,0.07639986,-0.05475191,-0.05605025,-0.07072337,-0.006048782,0.0023681147,-0.0021070482,-0.073779434,-0.065465614,-0.066182554,0.2023511,-0.040648524,-0.03762053,0.093097,-0.07242865,-0.017858012,-0.024812942,0.027322175,0.01761245,-0.0059945863,-0.011191639
-0.018592054,-0.05766549,-0.014497597,-0.0144174015,-0.03439317,0.03104642,0.0662116,0.036657043,0.07150668,0.25860482,0.79485226,0.34263366,0.017593836,-0.015324676,0.0013402548,-0.081569456,-0.06211132,-0.063867964,-0.021379394,-0.035794456,-0.06700771,0.043756127,0.007953689,0.09118408,0.007235117,-0.111273736,-0.23234566,-0.03390768,0.12826875,-0.0107697435,-0.035836454,0.043170016,0.01768867,0.062635586,0.012629622,0.010292427,-0.050412823,0.01512916,0.049551446,-0.007805413,0.044641722,-0.01540606,-0.02773633,0.014312063,-0.046119336,0.015041624,0.013965075,0.04261704,-0.012561346,-0.0120725995,-0.017309919,0.03222244,-0.043533426,-0.019984301,0.040849898,-0.0384091,0.005626898,0.016131788,0.037051927,-0.016893148,-0.0011017218,0.108113684,-0.02724079,-0.025235368,-0.026627684,-0.02568976,-0.021928448,0.013234059,-0.010309169,-0.0011771503,0.024755757,-0.01722823,0.00481588,-0.018114634,-0.022746341,0.04775729,0.045240875,0.011533666,0.009430272
-0.015759125,-0.1059598,-0.007918398,-0.012346896,-0.11565639,0.06750283,0.32884386,0.13130496,0.400301,-0.026278919,-0.1547806,-0.05887901,0.028320273,-0.105667815,0.029401287,-0.00065209344,-0.026683444,-0.0021532415,-0.03851823,-0.019512696,0.028462894,-0.026050886,-0.02959003,-0.03937022,0.032259364,0.038163934,0.0534388,0.019822467,-0.016901808,0.013594757,0.010583709,-0.026901599,0.027665613,0.3097026,-0.013263043,-0.02302827,-0.3880319,-0.0051604477,0.12947741,0.08180998,0.19494094,0.001501308,-0.10063804,0.17329064,-0.15337546,-0.08039913,0.14752357,0.15293828,-0.09073067,-0.11481754,0.08100527,0.07460166,-0.08759259,-0.09112366,0.15111148,-0.20338902,-0.08161757,0.14593239,0.10719322,-0.096594274,-0.04820161,0.0040819542,-0.004382061,0.0073579294,0.0043316977,-0.034048073,-0.012788584,0.014579498,-0.02506797,0.03815987,0.037745383,-0.16966179,0.015230511,0.041565895,0.02937707,-0.038338177,-0.048241094,0.010932637,0.004289171
-0.0031187697,-0.2736262,0.010626914,0.010950173,-0.0050390745,-0.045504678,0.0523099,0.080419,-0.097019166,0.0009939596,0.0031119417,0.013766455,-0.007329435,-0.07130625,0.048506875,0.018798392,-0.07888399,-0.0051942402,-0.0516793,0.019983951,0.010751149,0.029011631,0.008881238,0.011278812,-0.037885208,-0.03137374,-0.031500883,-0.010356665,0.004987349,0.004548121,0.012767296,0.028020931,-0.012520827,-0.1773927,0.00305615,0.01775952,0.3731197,-0.015864646,-0.0772108,0.28197247,-0.08388587,0.038710274,0.11664023,-0.048462268,-0.043081507,-0.1303842,0.07724399,-0.12511507,-0.17931266,-0.0386227,0.30070683,0.16580449,0.06122885,0.11384508,0.46463546,0.0017138604,-0.13693585,0.07873209,-0.11961113,-0.18756272,-0.10385305,-0.0005157814,0.017739583,0.020254755,0.019431187,-0.038497776,0.0049329433,0.035239413,0.07067429,0.09918368,-0.05688657,-0.22140433,-0.026374537,0.05454219,0.06320841,-0.07542206,-0.07116493,0.01435984,0.018232176
